OBJECTID,TRACT_FIPS,ASTHMA_ADJRATE,ASTHMA_L95CI,ASTHMA_U95CI,ASTHMA_STATEADJRATE,ASTHMA_SL95CI,ASTHMA_SU95CI,TRACT_NAME,COUNTY_NAME,ASTHMA_DISPLAY
408,08075966100,814.65,722.2,907.11,630.47,627.45,633.48,"Census Tract 9661, Logan County, Colorado",LOGAN,Higher Than State Average
409,08075966000,484.17,345.16,623.18,630.47,627.45,633.48,"Census Tract 9660, Logan County, Colorado",LOGAN,Lower Than State Average
410,08075966400,471.7,341.49,601.92,630.47,627.45,633.48,"Census Tract 9664, Logan County, Colorado",LOGAN,Lower Than State Average
411,08075965900,212.14,108.87,315.41,630.47,627.45,633.48,"Census Tract 9659, Logan County, Colorado",LOGAN,Lower Than State Average
412,08013060800,919.9,801.55,1038.26,630.47,627.45,633.48,"Census Tract 608, Boulder County, Colorado",BOULDER,Higher Than State Average
413,08013013507,566.42,442.23,690.62,630.47,627.45,633.48,"Census Tract 135.07, Boulder County, Colorado",BOULDER,Not Different Than State Average
414,08013013505,786.67,666.95,906.4,630.47,627.45,633.48,"Census Tract 135.05, Boulder County, Colorado",BOULDER,Higher Than State Average
415,08013013212,488.25,390.29,586.2,630.47,627.45,633.48,"Census Tract 132.12, Boulder County, Colorado",BOULDER,Lower Than State Average
416,08013061300,242.22,129.1,355.35,630.47,627.45,633.48,"Census Tract 613, Boulder County, Colorado",BOULDER,Lower Than State Average
417,08013061400,361.79,252.53,471.04,630.47,627.45,633.48,"Census Tract 614, Boulder County, Colorado",BOULDER,Lower Than State Average
418,08013012607,335.19,224.43,445.95,630.47,627.45,633.48,"Census Tract 126.07, Boulder County, Colorado",BOULDER,Lower Than State Average
419,08013013508,401.43,332.12,470.74,630.47,627.45,633.48,"Census Tract 135.08, Boulder County, Colorado",BOULDER,Lower Than State Average
420,08013013506,465.03,368.37,561.7,630.47,627.45,633.48,"Census Tract 135.06, Boulder County, Colorado",BOULDER,Lower Than State Average
421,08013013213,466,379.88,552.13,630.47,627.45,633.48,"Census Tract 132.13, Boulder County, Colorado",BOULDER,Lower Than State Average
422,08013012608,346.44,231.16,461.72,630.47,627.45,633.48,"Census Tract 126.08, Boulder County, Colorado",BOULDER,Lower Than State Average
423,08013060600,271.78,205.69,337.87,630.47,627.45,633.48,"Census Tract 606, Boulder County, Colorado",BOULDER,Lower Than State Average
424,08013060700,376.22,264.84,487.6,630.47,627.45,633.48,"Census Tract 607, Boulder County, Colorado",BOULDER,Lower Than State Average
425,08013013005,486.72,378.68,594.75,630.47,627.45,633.48,"Census Tract 130.05, Boulder County, Colorado",BOULDER,Lower Than State Average
426,08013012508,381.03,259.03,503.02,630.47,627.45,633.48,"Census Tract 125.08, Boulder County, Colorado",BOULDER,Lower Than State Average
427,08013012605,4520.77,3685.37,5356.17,630.47,627.45,633.48,"Census Tract 126.05, Boulder County, Colorado",BOULDER,Higher Than State Average
428,08013013004,314.08,205.1,423.05,630.47,627.45,633.48,"Census Tract 130.04, Boulder County, Colorado",BOULDER,Lower Than State Average
429,08013012401,485.64,288.51,682.76,630.47,627.45,633.48,"Census Tract 124.01, Boulder County, Colorado",BOULDER,Not Different Than State Average
430,08013012300,33.24,8.74,57.74,630.47,627.45,633.48,"Census Tract 123, Boulder County, Colorado",BOULDER,Lower Than State Average
431,08013012202,534.59,402.27,666.9,630.47,627.45,633.48,"Census Tract 122.02, Boulder County, Colorado",BOULDER,Not Different Than State Average
432,08013012102,344.56,282.21,406.91,630.47,627.45,633.48,"Census Tract 121.02, Boulder County, Colorado",BOULDER,Lower Than State Average
433,08013012105,402.18,317.45,486.91,630.47,627.45,633.48,"Census Tract 121.05, Boulder County, Colorado",BOULDER,Lower Than State Average
434,08013012104,600.07,400.66,799.47,630.47,627.45,633.48,"Census Tract 121.04, Boulder County, Colorado",BOULDER,Not Different Than State Average
435,08013012904,399.35,323.34,475.36,630.47,627.45,633.48,"Census Tract 129.04, Boulder County, Colorado",BOULDER,Lower Than State Average
436,08013012707,376.26,237.03,515.49,630.47,627.45,633.48,"Census Tract 127.07, Boulder County, Colorado",BOULDER,Lower Than State Average
437,08013012905,659.76,526.42,793.11,630.47,627.45,633.48,"Census Tract 129.05, Boulder County, Colorado",BOULDER,Not Different Than State Average
438,08013012103,230.94,159.53,302.36,630.47,627.45,633.48,"Census Tract 121.03, Boulder County, Colorado",BOULDER,Lower Than State Average
439,08013012800,388.91,333.68,444.15,630.47,627.45,633.48,"Census Tract 128, Boulder County, Colorado",BOULDER,Lower Than State Average
440,08123001412,697,553.89,840.1,630.47,627.45,633.48,"Census Tract 14.12, Weld County, Colorado",WELD,Not Different Than State Average
441,08123001407,665.42,492.19,838.65,630.47,627.45,633.48,"Census Tract 14.07, Weld County, Colorado",WELD,Not Different Than State Average
442,08123001408,528.35,387.76,668.95,630.47,627.45,633.48,"Census Tract 14.08, Weld County, Colorado",WELD,Not Different Than State Average
443,08123001405,503.06,396.34,609.78,630.47,627.45,633.48,"Census Tract 14.05, Weld County, Colorado",WELD,Lower Than State Average
444,08123001406,789.71,682.98,896.44,630.47,627.45,633.48,"Census Tract 14.06, Weld County, Colorado",WELD,Higher Than State Average
445,08123001414,527.35,381.63,673.06,630.47,627.45,633.48,"Census Tract 14.14, Weld County, Colorado",WELD,Not Different Than State Average
446,08123001003,2033.6,1480.64,2586.56,630.47,627.45,633.48,"Census Tract 10.03, Weld County, Colorado",WELD,Higher Than State Average
447,08123002207,692.42,529.31,855.53,630.47,627.45,633.48,"Census Tract 22.07, Weld County, Colorado",WELD,Not Different Than State Average
448,08123002009,482.26,299.14,665.39,630.47,627.45,633.48,"Census Tract 20.09, Weld County, Colorado",WELD,Not Different Than State Average
449,08123001908,953.08,701.48,1204.68,630.47,627.45,633.48,"Census Tract 19.08, Weld County, Colorado",WELD,Higher Than State Average
450,08123002010,376.61,255.37,497.86,630.47,627.45,633.48,"Census Tract 20.10, Weld County, Colorado",WELD,Lower Than State Average
451,08123001906,601.22,403.61,798.84,630.47,627.45,633.48,"Census Tract 19.06, Weld County, Colorado",WELD,Not Different Than State Average
452,08123002103,591.53,509.29,673.78,630.47,627.45,633.48,"Census Tract 21.03, Weld County, Colorado",WELD,Not Different Than State Average
453,08123001410,502.25,390.15,614.35,630.47,627.45,633.48,"Census Tract 14.10, Weld County, Colorado",WELD,Lower Than State Average
454,08123002208,772.3,516.05,1028.55,630.47,627.45,633.48,"Census Tract 22.08, Weld County, Colorado",WELD,Not Different Than State Average
455,08123001417,1202.51,945.88,1459.14,630.47,627.45,633.48,"Census Tract 14.17, Weld County, Colorado",WELD,Higher Than State Average
456,08123001416,605.96,462.02,749.9,630.47,627.45,633.48,"Census Tract 14.16, Weld County, Colorado",WELD,Not Different Than State Average
457,08123001005,686.2,582.82,789.57,630.47,627.45,633.48,"Census Tract 10.05, Weld County, Colorado",WELD,Not Different Than State Average
458,08123001004,1373.62,1132.94,1614.29,630.47,627.45,633.48,"Census Tract 10.04, Weld County, Colorado",WELD,Higher Than State Average
459,08123000705,718.66,490.44,946.88,630.47,627.45,633.48,"Census Tract 7.05, Weld County, Colorado",WELD,Not Different Than State Average
460,08123000800,1791.46,1341.03,2241.89,630.47,627.45,633.48,"Census Tract 8, Weld County, Colorado",WELD,Higher Than State Average
461,08123000200,703.67,392.36,1014.97,630.47,627.45,633.48,"Census Tract 2, Weld County, Colorado",WELD,Not Different Than State Average
462,08123000100,1608.06,1340.4,1875.73,630.47,627.45,633.48,"Census Tract 1, Weld County, Colorado",WELD,Higher Than State Average
463,08123000300,0,0,0,630.47,627.45,633.48,"Census Tract 3, Weld County, Colorado",WELD,Lower Than State Average
464,08123000900,825.33,678.93,971.73,630.47,627.45,633.48,"Census Tract 9, Weld County, Colorado",WELD,Higher Than State Average
465,08123000402,821.36,686.04,956.68,630.47,627.45,633.48,"Census Tract 4.02, Weld County, Colorado",WELD,Higher Than State Average
466,08123001202,1255.66,1044.87,1466.44,630.47,627.45,633.48,"Census Tract 12.02, Weld County, Colorado",WELD,Higher Than State Average
467,08123001300,1219.39,1103.42,1335.36,630.47,627.45,633.48,"Census Tract 13, Weld County, Colorado",WELD,Higher Than State Average
468,08123001201,1035.89,882.78,1189.01,630.47,627.45,633.48,"Census Tract 12.01, Weld County, Colorado",WELD,Higher Than State Average
469,08123000502,1368.98,1164.71,1573.25,630.47,627.45,633.48,"Census Tract 5.02, Weld County, Colorado",WELD,Higher Than State Average
470,08123000401,607.34,480.77,733.91,630.47,627.45,633.48,"Census Tract 4.01, Weld County, Colorado",WELD,Not Different Than State Average
471,08123001100,901.61,774.4,1028.82,630.47,627.45,633.48,"Census Tract 11, Weld County, Colorado",WELD,Higher Than State Average
472,08123001800,438.82,351.68,525.96,630.47,627.45,633.48,"Census Tract 18, Weld County, Colorado",WELD,Lower Than State Average
473,08123000600,608.64,399.17,818.1,630.47,627.45,633.48,"Census Tract 6, Weld County, Colorado",WELD,Not Different Than State Average
474,08123001700,451.37,364.56,538.19,630.47,627.45,633.48,"Census Tract 17, Weld County, Colorado",WELD,Lower Than State Average
475,08123001404,864.05,717.05,1011.05,630.47,627.45,633.48,"Census Tract 14.04, Weld County, Colorado",WELD,Higher Than State Average
476,08123002502,326.71,260.52,392.9,630.47,627.45,633.48,"Census Tract 25.02, Weld County, Colorado",WELD,Lower Than State Average
477,08123001902,669.73,574.87,764.6,630.47,627.45,633.48,"Census Tract 19.02, Weld County, Colorado",WELD,Not Different Than State Average
478,08123001500,751.85,658.21,845.48,630.47,627.45,633.48,"Census Tract 15, Weld County, Colorado",WELD,Higher Than State Average
479,08123002300,497.96,409.84,586.08,630.47,627.45,633.48,"Census Tract 23, Weld County, Colorado",WELD,Lower Than State Average
480,08123000701,1091.91,828.75,1355.08,630.47,627.45,633.48,"Census Tract 7.01, Weld County, Colorado",WELD,Higher Than State Average
481,08123001600,408.57,316.4,500.75,630.47,627.45,633.48,"Census Tract 16, Weld County, Colorado",WELD,Lower Than State Average
482,08123002501,448.99,357.89,540.09,630.47,627.45,633.48,"Census Tract 25.01, Weld County, Colorado",WELD,Lower Than State Average
483,08123000501,917.77,736.66,1098.89,630.47,627.45,633.48,"Census Tract 5.01, Weld County, Colorado",WELD,Higher Than State Average
484,08123002013,845.1,671.33,1018.88,630.47,627.45,633.48,"Census Tract 20.13, Weld County, Colorado",WELD,Higher Than State Average
485,08123002012,515.64,223.67,807.62,630.47,627.45,633.48,"Census Tract 20.12, Weld County, Colorado",WELD,Not Different Than State Average
486,08014980100,,,,630.47,627.45,633.48,"Census Tract 9801, Broomfield County, Colorado",BROOMFIELD,No Events or Data Suppressed
487,08121924200,574.47,442.85,706.09,630.47,627.45,633.48,"Census Tract 9242, Washington County, Colorado",WASHINGTON,Not Different Than State Average
488,08123002006,2195.04,594.16,3795.91,630.47,627.45,633.48,"Census Tract 20.06, Weld County, Colorado",WELD,Not Different Than State Average
489,08123002102,580.06,513.81,646.31,630.47,627.45,633.48,"Census Tract 21.02, Weld County, Colorado",WELD,Not Different Than State Average
490,08123002101,679.4,582.46,776.33,630.47,627.45,633.48,"Census Tract 21.01, Weld County, Colorado",WELD,Not Different Than State Average
491,08123002210,222.91,107.98,378.9,630.47,627.45,633.48,"Census Tract 22.10, Weld County, Colorado",WELD,Lower Than State Average
492,08123002209,372.12,236.94,507.31,630.47,627.45,633.48,"Census Tract 22.09, Weld County, Colorado",WELD,Lower Than State Average
493,08123002206,886.2,730.39,1042.01,630.47,627.45,633.48,"Census Tract 22.06, Weld County, Colorado",WELD,Higher Than State Average
494,08123002205,744.14,631.42,856.85,630.47,627.45,633.48,"Census Tract 22.05, Weld County, Colorado",WELD,Not Different Than State Average
495,08014980300,,,,630.47,627.45,633.48,"Census Tract 9803, Broomfield County, Colorado",BROOMFIELD,No Events or Data Suppressed
496,08014030200,851.93,578.43,1125.42,630.47,627.45,633.48,"Census Tract 302, Broomfield County, Colorado",BROOMFIELD,Not Different Than State Average
497,08014031100,445.73,317.4,574.06,630.47,627.45,633.48,"Census Tract 311, Broomfield County, Colorado",BROOMFIELD,Lower Than State Average
498,08014031300,412.6,289.3,535.91,630.47,627.45,633.48,"Census Tract 313, Broomfield County, Colorado",BROOMFIELD,Lower Than State Average
499,08014031400,266.97,200,333.94,630.47,627.45,633.48,"Census Tract 314, Broomfield County, Colorado",BROOMFIELD,Lower Than State Average
500,08014030600,879.1,719.97,1038.23,630.47,627.45,633.48,"Census Tract 306, Broomfield County, Colorado",BROOMFIELD,Higher Than State Average
501,08014030900,424.4,349.42,499.38,630.47,627.45,633.48,"Census Tract 309, Broomfield County, Colorado",BROOMFIELD,Lower Than State Average
502,08014030800,520.52,412.64,628.4,630.47,627.45,633.48,"Census Tract 308, Broomfield County, Colorado",BROOMFIELD,Not Different Than State Average
503,08014031000,372.1,293.71,450.5,630.47,627.45,633.48,"Census Tract 310, Broomfield County, Colorado",BROOMFIELD,Lower Than State Average
504,08123002204,525.9,343.75,708.05,630.47,627.45,633.48,"Census Tract 22.04, Weld County, Colorado",WELD,Not Different Than State Average
505,08123002203,660.23,418.61,901.85,630.47,627.45,633.48,"Census Tract 22.03, Weld County, Colorado",WELD,Not Different Than State Average
506,08123002014,545.55,381.42,709.68,630.47,627.45,633.48,"Census Tract 20.14, Weld County, Colorado",WELD,Not Different Than State Average
507,08123002017,716.44,311.75,1121.14,630.47,627.45,633.48,"Census Tract 20.17, Weld County, Colorado",WELD,Not Different Than State Average
508,08123002011,467.68,208.25,727.12,630.47,627.45,633.48,"Census Tract 20.11, Weld County, Colorado",WELD,Not Different Than State Average
509,08123002015,867.67,498.11,1237.23,630.47,627.45,633.48,"Census Tract 20.15, Weld County, Colorado",WELD,Not Different Than State Average
510,08123001907,506.71,391.97,621.45,630.47,627.45,633.48,"Census Tract 19.07, Weld County, Colorado",WELD,Lower Than State Average
511,08123001905,565.21,463.25,667.17,630.47,627.45,633.48,"Census Tract 19.05, Weld County, Colorado",WELD,Not Different Than State Average
512,08123002021,660.6,358.15,963.06,630.47,627.45,633.48,"Census Tract 20.21, Weld County, Colorado",WELD,Not Different Than State Average
513,08014030500,353.75,277.58,429.93,630.47,627.45,633.48,"Census Tract 305, Broomfield County, Colorado",BROOMFIELD,Lower Than State Average
514,08014980200,,,,630.47,627.45,633.48,"Census Tract 9802, Broomfield County, Colorado",BROOMFIELD,No Events or Data Suppressed
515,08014030300,995.94,854.78,1137.1,630.47,627.45,633.48,"Census Tract 303, Broomfield County, Colorado",BROOMFIELD,Higher Than State Average
516,08014030000,520.29,414.07,626.51,630.47,627.45,633.48,"Census Tract 300, Broomfield County, Colorado",BROOMFIELD,Lower Than State Average
517,08014030100,644.75,495.43,794.07,630.47,627.45,633.48,"Census Tract 301, Broomfield County, Colorado",BROOMFIELD,Not Different Than State Average
518,08014030400,493.58,376.19,610.97,630.47,627.45,633.48,"Census Tract 304, Broomfield County, Colorado",BROOMFIELD,Lower Than State Average
519,08014031200,566.28,453.91,678.65,630.47,627.45,633.48,"Census Tract 312, Broomfield County, Colorado",BROOMFIELD,Not Different Than State Average
520,08014030700,836.63,666.32,1006.93,630.47,627.45,633.48,"Census Tract 307, Broomfield County, Colorado",BROOMFIELD,Higher Than State Average
521,08123002020,450,326.76,573.25,630.47,627.45,633.48,"Census Tract 20.20, Weld County, Colorado",WELD,Lower Than State Average
522,08123002016,327.87,239.15,416.59,630.47,627.45,633.48,"Census Tract 20.16, Weld County, Colorado",WELD,Lower Than State Average
523,08123002018,1039.43,582.27,1496.59,630.47,627.45,633.48,"Census Tract 20.18, Weld County, Colorado",WELD,Not Different Than State Average
524,08123002019,604.82,483.18,726.45,630.47,627.45,633.48,"Census Tract 20.19, Weld County, Colorado",WELD,Not Different Than State Average
525,08123002008,394.45,287,501.89,630.47,627.45,633.48,"Census Tract 20.08, Weld County, Colorado",WELD,Lower Than State Average
526,08123002007,424.11,343.32,504.89,630.47,627.45,633.48,"Census Tract 20.07, Weld County, Colorado",WELD,Lower Than State Average
527,08123002005,873.63,348.87,1398.39,630.47,627.45,633.48,"Census Tract 20.05, Weld County, Colorado",WELD,Not Different Than State Average
528,08123002004,758.72,622.75,894.68,630.47,627.45,633.48,"Census Tract 20.04, Weld County, Colorado",WELD,Not Different Than State Average
529,08123000704,1051.02,572.89,1529.14,630.47,627.45,633.48,"Census Tract 7.04, Weld County, Colorado",WELD,Not Different Than State Average
530,08123000703,973.65,842.16,1105.15,630.47,627.45,633.48,"Census Tract 7.03, Weld County, Colorado",WELD,Higher Than State Average
531,08123001006,985.41,844.9,1125.93,630.47,627.45,633.48,"Census Tract 10.06, Weld County, Colorado",WELD,Higher Than State Average
532,08123001413,758.73,613.19,904.28,630.47,627.45,633.48,"Census Tract 14.13, Weld County, Colorado",WELD,Not Different Than State Average
533,08123001415,710.86,575.73,846,630.47,627.45,633.48,"Census Tract 14.15, Weld County, Colorado",WELD,Not Different Than State Average
534,08123001409,910.69,754.08,1067.3,630.47,627.45,633.48,"Census Tract 14.09, Weld County, Colorado",WELD,Higher Than State Average
535,08123001411,701.75,548.56,854.95,630.47,627.45,633.48,"Census Tract 14.11, Weld County, Colorado",WELD,Not Different Than State Average
536,08047013800,313.79,227.6,399.98,630.47,627.45,633.48,"Census Tract 138, Gilpin County, Colorado",GILPIN,Lower Than State Average
537,08031980000,564.75,379.4,750.1,630.47,627.45,633.48,"Census Tract 9800, Denver County, Colorado",DENVER,Not Different Than State Average
538,08071000800,221.61,140.59,302.62,630.47,627.45,633.48,"Census Tract 8, Las Animas County, Colorado",LAS ANIMAS,Lower Than State Average
539,08071000100,536.29,425.43,647.15,630.47,627.45,633.48,"Census Tract 1, Las Animas County, Colorado",LAS ANIMAS,Not Different Than State Average
540,08071000200,548.62,399.73,697.51,630.47,627.45,633.48,"Census Tract 2, Las Animas County, Colorado",LAS ANIMAS,Not Different Than State Average
541,08071000300,239.97,131.72,348.23,630.47,627.45,633.48,"Census Tract 3, Las Animas County, Colorado",LAS ANIMAS,Lower Than State Average
542,08071000500,758.31,586.28,930.34,630.47,627.45,633.48,"Census Tract 5, Las Animas County, Colorado",LAS ANIMAS,Not Different Than State Average
543,08071000400,706.42,516.69,896.15,630.47,627.45,633.48,"Census Tract 4, Las Animas County, Colorado",LAS ANIMAS,Not Different Than State Average
544,08043979400,367.16,269.24,465.08,630.47,627.45,633.48,"Census Tract 9794, Fremont County, Colorado",FREMONT,Lower Than State Average
545,08043980200,0,0,0,630.47,627.45,633.48,"Census Tract 9802, Fremont County, Colorado",FREMONT,Lower Than State Average
546,08043979100,816.32,668.67,963.98,630.47,627.45,633.48,"Census Tract 9791, Fremont County, Colorado",FREMONT,Higher Than State Average
547,08043978100,793.02,656.81,929.24,630.47,627.45,633.48,"Census Tract 9781, Fremont County, Colorado",FREMONT,Higher Than State Average
548,08043978200,629.61,517.03,742.18,630.47,627.45,633.48,"Census Tract 9782, Fremont County, Colorado",FREMONT,Not Different Than State Average
549,08043980300,0,0,0,630.47,627.45,633.48,"Census Tract 9803, Fremont County, Colorado",FREMONT,Lower Than State Average
550,08043979200,379.4,233.05,525.75,630.47,627.45,633.48,"Census Tract 9792, Fremont County, Colorado",FREMONT,Lower Than State Average
551,08043978800,833.44,641.28,1025.59,630.47,627.45,633.48,"Census Tract 9788, Fremont County, Colorado",FREMONT,Higher Than State Average
552,08043980100,0,0,0,630.47,627.45,633.48,"Census Tract 9801, Fremont County, Colorado",FREMONT,Lower Than State Average
553,08043978600,816.26,672.25,960.28,630.47,627.45,633.48,"Census Tract 9786, Fremont County, Colorado",FREMONT,Higher Than State Average
554,08043978300,863.33,739.17,987.48,630.47,627.45,633.48,"Census Tract 9783, Fremont County, Colorado",FREMONT,Higher Than State Average
555,08043978500,900.29,774.85,1025.74,630.47,627.45,633.48,"Census Tract 9785, Fremont County, Colorado",FREMONT,Higher Than State Average
556,08043978400,733.23,583.42,883.03,630.47,627.45,633.48,"Census Tract 9784, Fremont County, Colorado",FREMONT,Not Different Than State Average
557,08001008709,1020.17,913.95,1126.38,630.47,627.45,633.48,"Census Tract 87.09, Adams County, Colorado",ADAMS,Higher Than State Average
558,08001009751,837.78,690.8,984.77,630.47,627.45,633.48,"Census Tract 97.51, Adams County, Colorado",ADAMS,Higher Than State Average
559,08001009752,554.41,435.59,673.23,630.47,627.45,633.48,"Census Tract 97.52, Adams County, Colorado",ADAMS,Not Different Than State Average
560,08001007801,1163.9,997.46,1330.34,630.47,627.45,633.48,"Census Tract 78.01, Adams County, Colorado",ADAMS,Higher Than State Average
561,08001008309,1196.01,996.07,1395.95,630.47,627.45,633.48,"Census Tract 83.09, Adams County, Colorado",ADAMS,Higher Than State Average
562,08001008308,1401.2,1241.76,1560.65,630.47,627.45,633.48,"Census Tract 83.08, Adams County, Colorado",ADAMS,Higher Than State Average
563,08001008100,1523.49,1025.11,2021.87,630.47,627.45,633.48,"Census Tract 81, Adams County, Colorado",ADAMS,Higher Than State Average
564,08001008000,1098.12,973.63,1222.62,630.47,627.45,633.48,"Census Tract 80, Adams County, Colorado",ADAMS,Higher Than State Average
565,08001008353,1020.22,901.75,1138.69,630.47,627.45,633.48,"Census Tract 83.53, Adams County, Colorado",ADAMS,Higher Than State Average
566,08001007900,1445.05,1236.29,1653.8,630.47,627.45,633.48,"Census Tract 79, Adams County, Colorado",ADAMS,Higher Than State Average
567,08027970100,426.29,316.8,535.78,630.47,627.45,633.48,"Census Tract 9701, Custer County, Colorado",CUSTER,Lower Than State Average
568,08025969600,388.68,315.56,461.8,630.47,627.45,633.48,"Census Tract 9696, Crowley County, Colorado",CROWLEY,Lower Than State Average
569,08089968100,869.69,714.1,1025.28,630.47,627.45,633.48,"Census Tract 9681, Otero County, Colorado",OTERO,Higher Than State Average
570,08089968200,796.14,639.47,952.81,630.47,627.45,633.48,"Census Tract 9682, Otero County, Colorado",OTERO,Higher Than State Average
571,08089968400,694.21,456.69,931.73,630.47,627.45,633.48,"Census Tract 9684, Otero County, Colorado",OTERO,Not Different Than State Average
572,08089968300,842.33,709.78,974.88,630.47,627.45,633.48,"Census Tract 9683, Otero County, Colorado",OTERO,Higher Than State Average
573,08089968600,1228.64,1088.93,1368.35,630.47,627.45,633.48,"Census Tract 9686, Otero County, Colorado",OTERO,Higher Than State Average
574,08089968000,518.82,365.6,672.04,630.47,627.45,633.48,"Census Tract 9680, Otero County, Colorado",OTERO,Not Different Than State Average
575,08089968500,514.99,371.34,658.63,630.47,627.45,633.48,"Census Tract 9685, Otero County, Colorado",OTERO,Not Different Than State Average
576,08011966700,755.34,646.33,864.35,630.47,627.45,633.48,"Census Tract 9667, Bent County, Colorado",BENT,Higher Than State Average
577,08017960600,143.84,60.34,227.33,630.47,627.45,633.48,"Census Tract 9606, Cheyenne County, Colorado",CHEYENNE,Lower Than State Average
578,08039961209,492.55,345.93,639.18,630.47,627.45,633.48,"Census Tract 9612.09, Elbert County, Colorado",ELBERT,Not Different Than State Average
579,08039961208,304.1,217.38,390.83,630.47,627.45,633.48,"Census Tract 9612.08, Elbert County, Colorado",ELBERT,Lower Than State Average
580,08039961207,685.52,562.37,808.67,630.47,627.45,633.48,"Census Tract 9612.07, Elbert County, Colorado",ELBERT,Not Different Than State Average
581,08039961206,543.2,423.72,662.67,630.47,627.45,633.48,"Census Tract 9612.06, Elbert County, Colorado",ELBERT,Not Different Than State Average
582,08039961205,468.1,327.36,608.85,630.47,627.45,633.48,"Census Tract 9612.05, Elbert County, Colorado",ELBERT,Lower Than State Average
583,08039961204,746.86,595.62,898.1,630.47,627.45,633.48,"Census Tract 9612.04, Elbert County, Colorado",ELBERT,Not Different Than State Average
584,08039961100,726.11,537.94,914.27,630.47,627.45,633.48,"Census Tract 9611, Elbert County, Colorado",ELBERT,Not Different Than State Average
585,08001007802,1541.82,1305.37,1778.26,630.47,627.45,633.48,"Census Tract 78.02, Adams County, Colorado",ADAMS,Higher Than State Average
586,08023972700,133.23,49.24,217.22,630.47,627.45,633.48,"Census Tract 9727, Costilla County, Colorado",COSTILLA,Lower Than State Average
587,08023972600,87.58,36.03,139.12,630.47,627.45,633.48,"Census Tract 9726, Costilla County, Colorado",COSTILLA,Lower Than State Average
588,08001008200,985.62,863.38,1107.85,630.47,627.45,633.48,"Census Tract 82, Adams County, Colorado",ADAMS,Higher Than State Average
589,08059010406,665.05,451.18,878.92,630.47,627.45,633.48,"Census Tract 104.06, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
590,08059011100,1053.39,934.26,1172.52,630.47,627.45,633.48,"Census Tract 111, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
591,08059011723,566.46,451.17,681.75,630.47,627.45,633.48,"Census Tract 117.23, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
592,08059012057,900.07,773.8,1026.34,630.47,627.45,633.48,"Census Tract 120.57, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
593,08099000700,349.5,229.26,469.75,630.47,627.45,633.48,"Census Tract 7, Prowers County, Colorado",PROWERS,Lower Than State Average
594,08059012050,634.99,518.72,751.26,630.47,627.45,633.48,"Census Tract 120.50, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
595,08059011724,534.75,434.21,635.28,630.47,627.45,633.48,"Census Tract 117.24, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
596,08059009807,728.45,545.62,911.28,630.47,627.45,633.48,"Census Tract 98.07, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
597,08059009806,416.19,319.62,512.76,630.47,627.45,633.48,"Census Tract 98.06, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
598,08059010402,974.53,856.81,1092.26,630.47,627.45,633.48,"Census Tract 104.02, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
599,08059011729,679.3,556.18,802.43,630.47,627.45,633.48,"Census Tract 117.29, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
600,08059010000,586.46,449.81,723.12,630.47,627.45,633.48,"Census Tract 100, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
601,08059012041,735.08,630.27,839.89,630.47,627.45,633.48,"Census Tract 120.41, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
602,08073961700,269.38,191.43,347.34,630.47,627.45,633.48,"Census Tract 9617, Lincoln County, Colorado",LINCOLN,Lower Than State Average
603,08073961800,531.13,343.28,718.99,630.47,627.45,633.48,"Census Tract 9618, Lincoln County, Colorado",LINCOLN,Not Different Than State Average
604,08059980400,126.14,54.65,227.06,630.47,627.45,633.48,"Census Tract 9804, Jefferson County, Colorado",JEFFERSON,Lower Than State Average
605,08059015800,620.11,499.37,740.86,630.47,627.45,633.48,"Census Tract 158, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
606,08059011401,1176.08,966.17,1385.99,630.47,627.45,633.48,"Census Tract 114.01, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
607,08059012059,718.39,558.6,878.17,630.47,627.45,633.48,"Census Tract 120.59, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
608,08059009849,561.24,465.43,657.05,630.47,627.45,633.48,"Census Tract 98.49, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
609,08059012060,679.26,526.68,831.83,630.47,627.45,633.48,"Census Tract 120.60, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
610,08059011805,877.99,670.98,1085.01,630.47,627.45,633.48,"Census Tract 118.05, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
611,08059011806,932.32,802.22,1062.41,630.47,627.45,633.48,"Census Tract 118.06, Jefferson County, Colorado",JEFFERSON,Higher Than State Average
612,08059011733,811.26,560.93,1061.59,630.47,627.45,633.48,"Census Tract 117.33, Jefferson County, Colorado",JEFFERSON,Not Different Than State Average
